Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Pagliaccio D., Herbstman J.B., Perera F., Tang D., Goldsmith J., Peterson B.S., Rauh V., Margolis A.E.","54881305000;16480225000;57193996293;56681639300;56203281700;7401664233;6603860426;7004956010;","Prenatal exposure to polycyclic aromatic hydrocarbons modifies the effects of early life stress on attention and Thought Problems in late childhood",2020,"Journal of Child Psychology and Psychiatry and Allied Disciplines",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077868291&doi=10.1111%2fjcpp.13189&partnerID=40&md5=9c02050dfb0227f0256b573941ff15db","Division of Child and Adolescent Psychiatry, New York State Psychiatric Institute, New York, NY, United States; Department of Psychiatry, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY, United States; Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States; Columbia Center for Children's Environmental Health, Mailman School of Public Health, Columbia University, New York, NY, United States; Department of Biostatistics, Mailman School of Public Health, Columbia University, New York, NY, United States; Department of Psychiatry, Keck School of Medicine University of Southern California, Los Angeles, CA, United States; Heilbrunn Department of Population & Family Health, Mailman School of Public Health, Columbia University, New York, NY, United States","Pagliaccio, D., Division of Child and Adolescent Psychiatry, New York State Psychiatric Institute, New York, NY, United States, Department of Psychiatry, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY, United States; Herbstman, J.B., Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States, Columbia Center for Children's Environmental Health, Mailman School of Public Health, Columbia University, New York, NY, United States; Perera, F., Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States, Columbia Center for Children's Environmental Health, Mailman School of Public Health, Columbia University, New York, NY, United States; Tang, D., Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States, Columbia Center for Children's Environmental Health, Mailman School of Public Health, Columbia University, New York, NY, United States; Goldsmith, J., Department of Biostatistics, Mailman School of Public Health, Columbia University, New York, NY, United States; Peterson, B.S., Department of Psychiatry, Keck School of Medicine University of Southern California, Los Angeles, CA, United States; Rauh, V., Columbia Center for Children's Environmental Health, Mailman School of Public Health, Columbia University, New York, NY, United States, Heilbrunn Department of Population & Family Health, Mailman School of Public Health, Columbia University, New York, NY, United States; Margolis, A.E., Division of Child and Adolescent Psychiatry, New York State Psychiatric Institute, New York, NY, United States, Department of Psychiatry, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY, United States",Article,Scopus,2-s2.0-85077868291
"Zeng Y., Tang Y., Tang J., Shi J., Zhang L., Zhu T., Xiao D., Qu Y., Mu D.","57207218283;57183315700;57020272700;57183340100;55859834900;56599662000;57199079641;57215764277;7005487575;","Association between the different duration of breastfeeding and attention deficit/hyperactivity disorder in children: a systematic review and meta-analysis",2020,"Nutritional Neuroscience",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090869002&doi=10.1080%2f1028415X.2018.1560905&partnerID=40&md5=8dafa936ba428372720b24090e47c375","Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China; Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China","Zeng, Y., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Tang, Y., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Tang, J., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Shi, J., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Zhang, L., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Zhu, T., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Xiao, D., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Qu, Y., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China; Mu, D., Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, China, Key Laboratory of Obstetric & Gynecologic and Pediatric Diseases and Birth Defects, Ministry of Education, Sichuan University, Chengdu, China",Review,Scopus,2-s2.0-85090869002
"Nejati V., Yazdani S.","57079899900;57218385065;","Time perception in children with attention deficit–hyperactivity disorder (ADHD): Does task matter? A meta-analysis study",2020,"Child Neuropsychology",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089026170&doi=10.1080%2f09297049.2020.1712347&partnerID=40&md5=db602fb6205c469294ddb6f721e634b4","Psychology Department, Shahid Beheshti University, Tehran, Iran; Psychology Department, Tehran University, Tehran, Iran","Nejati, V., Psychology Department, Shahid Beheshti University, Tehran, Iran; Yazdani, S., Psychology Department, Tehran University, Tehran, Iran",Review,Scopus,2-s2.0-85089026170
"Cooper S., Hobson C.W., van Goozen S.H.M.","57218251631;51161144500;7004469201;","Facial emotion recognition in children with externalising behaviours: A systematic review",2020,"Clinical Child Psychology and Psychiatry",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088431416&doi=10.1177%2f1359104520945390&partnerID=40&md5=b311e60493bac9e08c27b5096cba86d8","School of Psychology, Cardiff University, Cardiff, United Kingdom","Cooper, S., School of Psychology, Cardiff University, Cardiff, United Kingdom; Hobson, C.W., School of Psychology, Cardiff University, Cardiff, United Kingdom; van Goozen, S.H.M., School of Psychology, Cardiff University, Cardiff, United Kingdom",Review,Scopus,2-s2.0-85088431416
"Kehrer-Sawatzki H., Kluwe L., Salamon J., Well L., Farschtschi S., Rosenbaum T., Mautner V.-F.","7003705839;7003583657;54972718500;54382670400;56255002400;54786096200;7005686458;","Clinical characterization of children and adolescents with NF1 microdeletions",2020,"Child's Nervous System",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086441932&doi=10.1007%2fs00381-020-04717-0&partnerID=40&md5=f484d0ba1170cb9213ed41b65338f74f","Institute of Human Genetics, University of Ulm and University of Ulm Medical Center, Albert-Einstein-Allee 11, Ulm, 89081, Germany; Department of Maxillofacial Surgery, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Department of Diagnostic and Interventional Radiology and Nuclear Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Department of Pediatrics, Sana Kliniken Duisburg, Duisburg, Germany","Kehrer-Sawatzki, H., Institute of Human Genetics, University of Ulm and University of Ulm Medical Center, Albert-Einstein-Allee 11, Ulm, 89081, Germany; Kluwe, L., Department of Maxillofacial Surgery, University Medical Center Hamburg-Eppendorf, Hamburg, Germany, Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Salamon, J., Department of Diagnostic and Interventional Radiology and Nuclear Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Well, L., Department of Diagnostic and Interventional Radiology and Nuclear Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Farschtschi, S., Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Rosenbaum, T., Department of Pediatrics, Sana Kliniken Duisburg, Duisburg, Germany; Mautner, V.-F., Department of Neurology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany",Article,Scopus,2-s2.0-85086441932
"Braaten E.B., Ward A.K., Forchelli G., Vuijk P.J., Cook N.E., McGuinness P., Lee B.A., Samkavitz A., Lind H., O’Keefe S.M., Doyle A.E.","7006533339;55523422000;36154343400;6507220944;56382023000;57205490764;57204529695;57200911973;57205489822;57205494259;57204226158;","Characteristics of child psychiatric outpatients with slow processing speed and potential mechanisms of academic impact",2020,"European Child and Adolescent Psychiatry",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078153072&doi=10.1007%2fs00787-019-01455-w&partnerID=40&md5=10c0cb3ceb3209000ea68598c953cdb1","Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States; Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States","Braaten, E.B., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; Ward, A.K., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; Forchelli, G., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; Vuijk, P.J., Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States; Cook, N.E., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; McGuinness, P., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States; Lee, B.A., Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States; Samkavitz, A., Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States; Lind, H., Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States; O’Keefe, S.M., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States; Doyle, A.E., Department of Psychiatry, Massachusetts General Hospital, Boston, MA, United States, Harvard Medical School, Massachusetts General Hospital, Boston, MA, United States, Center for Genomic Medicine, Massachusetts General Hospital, 185 Cambridge Street, CPZN 6240, Boston, MA  02114, United States",Article,Scopus,2-s2.0-85078153072
"Rodríguez C., Torrance M., Betts L., Cerezo R., García T.","35113923600;56339481400;16243984400;26649747300;56350340500;","Effects of ADHD on Writing Composition Product and Process in School-Age Students",2020,"Journal of Attention Disorders",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055111196&doi=10.1177%2f1087054717707048&partnerID=40&md5=002dd6341710b1fef58b0b7299b21992","University of Oviedo, Spain; Nottingham Trent University, United Kingdom","Rodríguez, C., University of Oviedo, Spain; Torrance, M., Nottingham Trent University, United Kingdom; Betts, L., Nottingham Trent University, United Kingdom; Cerezo, R., University of Oviedo, Spain; García, T., University of Oviedo, Spain",Article,Scopus,2-s2.0-85055111196
"Hammerschlag A.R., Byrne E.M., Agbessi M., Ahsan H., Alves I., Andiappan A., Arindrarto W., Awadalla P., Battle A., Beutner F., Bonder M.J., Boomsma D.I., Christiansen M., Claringbould A., Deelen P., Esko T., Favé M.-J., Franke L., Frayling T., Gharib S.A., Gibson G., Heijmans B.T., Hemani G., Jansen R., Kähönen M., Kalnapenkis A., Kasela S., Kettunen J., Kim Y., Kirsten H., Kovacs P., Krohn K., Kronberg-Guzman J., Kukushkina V., Kutalik Z., Lee B., Lehtimäki T., Loeffler M., Marigorta U.M., Mei H., Milani L., Montgomery G.W., Müller-Nurasyid M., Nauck M., Nivard M., Penninx B., Perola M., Pervjakova N., Pierce B.L., Powell J., Prokisch H., Psaty B.M., Raitakari O.T., Ripatti S., Rotzschke O., Rüeger S., Saha A., Scholz M., Schramm K., Seppälä I., Slagboom E.P., Stehouwer C.D.A., Stumvoll M., Sullivan P., ‘t Hoen P.A.C., Teumer A., Thiery J., Tong L., Tönjes A., van Dongen J., van Iterson M., van Meurs J., Veldink J.H., Verlouw J., Visscher P.M., Völker U., Võsa U., Westra H.-J., Wijmenga C., Yaghootkar H., Yang J., Zeng B., Zhang F., Isaacs A., Pool R., Hottenga J.J., van Greevenbroek M.M., van der Kallen C.J.H., Schalkwijk C.G., Zhernakova S., Tigchelaar E.F., Slagboom P.E., Beekman M., Deelen J., van Heemst D., van den Berg L.H., van Duijn C.M., Hofman B.A., Uitterlinden A.G., Jhamai P.M., Verbiest M., Suchiman H.E.D., Verkerk M., van der Breggen R., van Rooij J., Lakenberg N., van Galen M., Bot J., Zhernakova D.V., Hof P.V.‘., Nooren I., Moed M., Vermaat M., Luijk R., van Dijk F., Kielbasa S.M., Swertz M.A., van Zwet E.W., Hoen P.-B.‘., Bartels M., Wray N.R., Middeldorp C.M., eQTLGen Consortium, BIOS Consortium","57204874249;24340765200;56114762600;7005171551;57217786574;36015103300;55195898100;6602423686;57194221815;23979611000;51260942900;57208800329;57211469484;57200513241;45261113000;57216576986;23388903100;56310093600;57216482949;35334319300;55558901400;57205076142;57207869708;57204716727;7006708451;57202457857;55342945000;57194913013;57816921400;57208462713;55728560000;7202378037;57202458032;57194589996;35239982300;55839728600;57216109226;7006855292;36834112800;56191146100;56998409700;57221838579;57202315232;57206034720;55200498200;55800249300;57218701932;56768130300;57216598036;56861320300;6603080105;57024554000;7004828916;6603009457;7003304342;37109940900;57194066121;7202888704;55775032000;54927389100;6507962501;57204652756;56965303600;7402033718;57214358993;57221722501;57221916160;55158794400;6508158868;7201765564;35108194600;57214358959;56140432000;57201802263;7102668046;57216584974;42462595300;57210179515;57218096728;57223117018;35091663300;57192206354;55495448800;57207904478;8383862800;6508277910;57205479352;6602749245;7006504041;9737684500;55855082400;7004450759;57205082895;37116722000;6602350356;56843401500;57224139640;57863117800;35231615000;26640435500;8544166100;57208182635;57188770564;24172083900;57202758297;7801569879;25937571400;18534234200;57196003566;57195357184;57192359864;55946321200;6508100824;56639978600;54399281800;6603496867;57193020203;54935415500;53866290500;7102291011;7006428088;57211249183;","Refining Attention-Deficit/Hyperactivity Disorder and Autism Spectrum Disorder Genetic Loci by Integrating Summary Data From Genome-wide Association, Gene Expression, and DNA Methylation Studies",2020,"Biological Psychiatry",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087993442&doi=10.1016%2fj.biopsych.2020.05.002&partnerID=40&md5=7ecabce386877af1bce4d92bbbca8c6f","Child Health Research Centre, University of Queensland, Brisbane, Queensland, Australia; Institute for Molecular Bioscience, University of Queensland, Brisbane, Queensland, Australia; Queensland Brain Institute, University of Queensland, Brisbane, Queensland, Australia; Child and Youth Mental Health Service, Children's Health Queensland Hospital and Health Services, Brisbane, Queensland, Australia; Department of Biological Psychology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Amsterdam Public Health Research Institute, Amsterdam University Medical Centers, Amsterdam, Netherlands","Hammerschlag, A.R., Child Health Research Centre, University of Queensland, Brisbane, Queensland, Australia, Department of Biological Psychology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands, Amsterdam Public Health Research Institute, Amsterdam University Medical Centers, Amsterdam, Netherlands; Byrne, E.M., Institute for Molecular Bioscience, University of Queensland, Brisbane, Queensland, Australia; Agbessi, M.; Ahsan, H.; Alves, I.; Andiappan, A.; Arindrarto, W.; Awadalla, P.; Battle, A.; Beutner, F.; Bonder, M.J.; Boomsma, D.I.; Christiansen, M.; Claringbould, A.; Deelen, P.; Esko, T.; Favé, M.-J.; Franke, L.; Frayling, T.; Gharib, S.A.; Gibson, G.; Heijmans, B.T.; Hemani, G.; Jansen, R.; Kähönen, M.; Kalnapenkis, A.; Kasela, S.; Kettunen, J.; Kim, Y.; Kirsten, H.; Kovacs, P.; Krohn, K.; Kronberg-Guzman, J.; Kukushkina, V.; Kutalik, Z.; Lee, B.; Lehtimäki, T.; Loeffler, M.; Marigorta, U.M.; Mei, H.; Milani, L.; Montgomery, G.W.; Müller-Nurasyid, M.; Nauck, M.; Nivard, M.; Penninx, B.; Perola, M.; Pervjakova, N.; Pierce, B.L.; Powell, J.; Prokisch, H.; Psaty, B.M.; Raitakari, O.T.; Ripatti, S.; Rotzschke, O.; Rüeger, S.; Saha, A.; Scholz, M.; Schramm, K.; Seppälä, I.; Slagboom, E.P.; Stehouwer, C.D.A.; Stumvoll, M.; Sullivan, P.; ‘t Hoen, P.A.C.; Teumer, A.; Thiery, J.; Tong, L.; Tönjes, A.; van Dongen, J.; van Iterson, M.; van Meurs, J.; Veldink, J.H.; Verlouw, J.; Visscher, P.M.; Völker, U.; Võsa, U.; Westra, H.-J.; Wijmenga, C.; Yaghootkar, H.; Yang, J.; Zeng, B.; Zhang, F.; Isaacs, A.; Pool, R.; Hottenga, J.J.; van Greevenbroek, M.M.; van der Kallen, C.J.H.; Schalkwijk, C.G.; Zhernakova, S.; Tigchelaar, E.F.; Slagboom, P.E.; Beekman, M.; Deelen, J.; van Heemst, D.; van den Berg, L.H.; van Duijn, C.M.; Hofman, B.A.; Uitterlinden, A.G.; Jhamai, P.M.; Verbiest, M.; Suchiman, H.E.D.; Verkerk, M.; van der Breggen, R.; van Rooij, J.; Lakenberg, N.; van Galen, M.; Bot, J.; Zhernakova, D.V.; Hof, P.V.‘.; Nooren, I.; Moed, M.; Vermaat, M.; Luijk, R.; van Dijk, F.; Kielbasa, S.M.; Swertz, M.A.; van Zwet, E.W.; Hoen, P.-B.‘.; Bartels, M., Department of Biological Psychology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands, Amsterdam Public Health Research Institute, Amsterdam University Medical Centers, Amsterdam, Netherlands; Wray, N.R., Institute for Molecular Bioscience, University of Queensland, Brisbane, Queensland, Australia, Queensland Brain Institute, University of Queensland, Brisbane, Queensland, Australia; Middeldorp, C.M., Child Health Research Centre, University of Queensland, Brisbane, Queensland, Australia, Child and Youth Mental Health Service, Children's Health Queensland Hospital and Health Services, Brisbane, Queensland, Australia, Department of Biological Psychology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; eQTLGen Consortium; BIOS Consortium",Article,Scopus,2-s2.0-85087993442
"Jang K.-M., Kim M.-S., Kim D.-W.","26638248500;36066732500;56965771200;","The Dynamic Properties of a Brain Network During Spatial Working Memory Tasks in College Students With ADHD Traits",2020,"Frontiers in Human Neuroscience",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091194589&doi=10.3389%2ffnhum.2020.580813&partnerID=40&md5=bee1a36a7de2111d0d9a87d401e73835","Department of Psychology, Sungshin Women’s University, Seoul, South Korea; Department of Biomedical Engineering, Chonnam National University, Yeosu, South Korea","Jang, K.-M., Department of Psychology, Sungshin Women’s University, Seoul, South Korea; Kim, M.-S., Department of Psychology, Sungshin Women’s University, Seoul, South Korea; Kim, D.-W., Department of Biomedical Engineering, Chonnam National University, Yeosu, South Korea",Article,Scopus,2-s2.0-85091194589
"Cervi F., Saletti V., Turner K., Peron A., Bulgheroni S., Taddei M., La Briola F., Canevini M.P., Vignoli A.","57226755097;6507443608;7201493768;57195563582;23566628900;57200394779;6505951155;56962723500;7003267820;","The TAND checklist: A useful screening tool in children with tuberous sclerosis and neurofibromatosis type 1",2020,"Orphanet Journal of Rare Diseases",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090507904&doi=10.1186%2fs13023-020-01488-4&partnerID=40&md5=839fc0fc50be4bd4b345424e56ced008","Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy; Developmental Neurology Unit, Fondazione IRCCS, Istituto Neurologico Carlo Besta, Milan, 20131, Italy; Department of Health Sciences, University of Milan, Milan, Italy; Department of Pediatrics, Division of Medical Genetics, University of Utah, School of Medicine, Salt Lake City, UT, United States","Cervi, F., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy; Saletti, V., Developmental Neurology Unit, Fondazione IRCCS, Istituto Neurologico Carlo Besta, Milan, 20131, Italy; Turner, K., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy; Peron, A., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy, Department of Health Sciences, University of Milan, Milan, Italy, Department of Pediatrics, Division of Medical Genetics, University of Utah, School of Medicine, Salt Lake City, UT, United States; Bulgheroni, S., Developmental Neurology Unit, Fondazione IRCCS, Istituto Neurologico Carlo Besta, Milan, 20131, Italy; Taddei, M., Developmental Neurology Unit, Fondazione IRCCS, Istituto Neurologico Carlo Besta, Milan, 20131, Italy; La Briola, F., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy; Canevini, M.P., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy, Department of Health Sciences, University of Milan, Milan, Italy; Vignoli, A., Epilepsy Center- Child Neuropsychiatry Unit, ASST Santi Paolo Carlo, Department of Health Sciences, University of Milan, Via di Rudinì 8, Milan, 20142, Italy, Department of Health Sciences, University of Milan, Milan, Italy",Article,Scopus,2-s2.0-85090507904
"Jung D.H., Ahn S.M., Pak M.E., Lee H.J., Jung Y.J., Kim K.B., Shin Y.-I., Shin H.K., Choi B.T.","57197825368;56699226400;57076088800;57197830702;55706904700;56802867200;55890990500;7404012679;7402753618;","Therapeutic effects of anodal transcranial direct current stimulation in a rat model of adhd",2020,"eLife",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092186389&doi=10.7554%2fELIFE.56359&partnerID=40&md5=b2a8dcb1dcad01d409ab65bfe51a1a65","Department of Korean Medical Science, School of Korean Medicine, Pusan National University, Yangsan, South Korea; Graduate Training Program of Korean Medicine for Healthy Aging, Pusan National University, Yangsan, South Korea; Korean Medical Science Research Center for Healthy Aging, Pusan National University, Yangsan, South Korea; Department of Radiological Science, Health Science Division, Dongseo University, Busan, South Korea; Department of Korean Pediatrics, School of Korean Medicine, Pusan National University, Yangsan, South Korea; Department of Rehabilitation Medicine, School of Medicine, Pusan National University, Yangsan, South Korea","Jung, D.H., Department of Korean Medical Science, School of Korean Medicine, Pusan National University, Yangsan, South Korea, Graduate Training Program of Korean Medicine for Healthy Aging, Pusan National University, Yangsan, South Korea; Ahn, S.M., Korean Medical Science Research Center for Healthy Aging, Pusan National University, Yangsan, South Korea; Pak, M.E., Korean Medical Science Research Center for Healthy Aging, Pusan National University, Yangsan, South Korea; Lee, H.J., Department of Korean Medical Science, School of Korean Medicine, Pusan National University, Yangsan, South Korea, Graduate Training Program of Korean Medicine for Healthy Aging, Pusan National University, Yangsan, South Korea; Jung, Y.J., Department of Radiological Science, Health Science Division, Dongseo University, Busan, South Korea; Kim, K.B., Department of Korean Pediatrics, School of Korean Medicine, Pusan National University, Yangsan, South Korea; Shin, Y.-I., Department of Rehabilitation Medicine, School of Medicine, Pusan National University, Yangsan, South Korea; Shin, H.K., Department of Korean Medical Science, School of Korean Medicine, Pusan National University, Yangsan, South Korea, Graduate Training Program of Korean Medicine for Healthy Aging, Pusan National University, Yangsan, South Korea, Korean Medical Science Research Center for Healthy Aging, Pusan National University, Yangsan, South Korea; Choi, B.T., Department of Korean Medical Science, School of Korean Medicine, Pusan National University, Yangsan, South Korea, Graduate Training Program of Korean Medicine for Healthy Aging, Pusan National University, Yangsan, South Korea, Korean Medical Science Research Center for Healthy Aging, Pusan National University, Yangsan, South Korea",Article,Scopus,2-s2.0-85092186389
"Di Battista S., Pivetti M., Moro M., Menegatti E.","56632375700;20436885600;7102336249;7007056708;","Teachers' opinions towards educational robotics for special needs students: An exploratory italian study",2020,"Robotics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092177051&doi=10.3390%2fROBOTICS9030072&partnerID=40&md5=58547a2408569a7973443ead0e0a99ec","Department of Psychological, Health and Territorial Sciences, The University of Chieti-Pescara, via dei Vestini 31, Chieti, 66100, Italy; Department of Human and Social Sciences, The University of Bergamo, Bergamo, 24100, Italy; Department of Information Engineering, The University of Padova, Padova, 35124, Italy","Di Battista, S., Department of Psychological, Health and Territorial Sciences, The University of Chieti-Pescara, via dei Vestini 31, Chieti, 66100, Italy; Pivetti, M., Department of Human and Social Sciences, The University of Bergamo, Bergamo, 24100, Italy; Moro, M., Department of Information Engineering, The University of Padova, Padova, 35124, Italy; Menegatti, E., Department of Information Engineering, The University of Padova, Padova, 35124, Italy",Article,Scopus,2-s2.0-85092177051
"Amado-Caballero P., Casaseca-De-La-Higuera P., Alberola-Lopez S., Andres-De-Llano J.M., Villalobos J.A.L., Garmendia-Leiza J.R., Alberola-Lopez C.","57218860891;9744429500;6506939665;6701926081;55942017100;6507865068;55999734500;","Objective ADHD Diagnosis Using Convolutional Neural Networks over Daily-Life Activity Records",2020,"IEEE Journal of Biomedical and Health Informatics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090491931&doi=10.1109%2fJBHI.2020.2964072&partnerID=40&md5=2e20681f84b0f452cbe97d3e3173459c","UIC Laboratorio de Procesado de Imagen. ETSI Telecomunicación, Dpto. Teoría de la Señal y Comunicaciones e Ingeniería Telemática, Valladolid, 47011, Spain; School of Computing, Engineering, and Physical Sciences, University of the West of Scotland, Paisley Campus, High Street, Paisley, PA1 2BE, United Kingdom; Centro de Salud Jardinillos, Palencia, Spain; Complejo Asistencial Universitario de Palencia, Palencia, 34005, Spain","Amado-Caballero, P., UIC Laboratorio de Procesado de Imagen. ETSI Telecomunicación, Dpto. Teoría de la Señal y Comunicaciones e Ingeniería Telemática, Valladolid, 47011, Spain; Casaseca-De-La-Higuera, P., UIC Laboratorio de Procesado de Imagen. ETSI Telecomunicación, Dpto. Teoría de la Señal y Comunicaciones e Ingeniería Telemática, Valladolid, 47011, Spain, School of Computing, Engineering, and Physical Sciences, University of the West of Scotland, Paisley Campus, High Street, Paisley, PA1 2BE, United Kingdom; Alberola-Lopez, S., Centro de Salud Jardinillos, Palencia, Spain; Andres-De-Llano, J.M., Complejo Asistencial Universitario de Palencia, Palencia, 34005, Spain; Villalobos, J.A.L., Complejo Asistencial Universitario de Palencia, Palencia, 34005, Spain; Garmendia-Leiza, J.R., Complejo Asistencial Universitario de Palencia, Palencia, 34005, Spain; Alberola-Lopez, C., UIC Laboratorio de Procesado de Imagen. ETSI Telecomunicación, Dpto. Teoría de la Señal y Comunicaciones e Ingeniería Telemática, Valladolid, 47011, Spain",Article,Scopus,2-s2.0-85090491931
